"District","Type","Year","Precipitation"
"Gweru","Average","2013",0.377058878041096
"Kwekwe","Average","2013",0.406952572027397
"Mberengwa","Average","2013",0.390080262452055
"Shurugwi","Average","2013",0.397577767849315
"Zvishavane","Average","2013",0.370924312328767
"Binga","Average","2013",0.41840044510411
"Bubi","Average","2013",0.403611956630137
"Hwange","Average","2013",0.433798403438356
"Lupane","Average","2013",0.429889298153425
"Nkayi","Average","2013",0.403985454553425
"Tsholotsho","Average","2013",0.404812953945206
"Umguza","Average","2013",0.418282410835616
"Beitbridge","Average","2013",0.348842064769863
"Bulilima (North)","Average","2013",0.354764820035616
"Gwanda","Average","2013",0.354590411482192
"Insiza","Average","2013",0.36434751330411
"Mangwe (South)","Average","2013",0.345731424635616
"Matobo","Average","2013",0.353812873389041
"Umzingwane","Average","2013",0.38392550670137
"Bikita","Average","2013",0.432111604241096
"Chiredzi","Average","2013",0.436761908435616
"Chivi","Average","2013",0.346503096093151
"Gutu","Average","2013",0.370340460641096
"Masvingo","Average","2013",0.415022339158904
"Mwenezi","Average","2013",0.417514416876712
"Zaka","Average","2013",0.440543688093151
"Chegutu","Average","2013",0.427751371405479
"Hurungwe","Average","2013",0.471997368276712
"Kadoma","Average","2013",0.427720649879452
"Kariba","Average","2013",0.356866733531507
"Makonde","Average","2013",0.487085895356164
"Zvimba","Average","2013",0.441116478353425
"Harare","Average","2014",0.40598461019726
"Bulawayo","Average","2014",0.406633129139726
"Buhera","Average","2014",0.333916412575342
"Chimanimani","Average","2014",0.586717693569863
"Chipinge","Average","2014",0.527049046860274
"Makoni","Average","2014",0.437289890909589
"Mutare","Average","2014",0.427514046712329
"Mutasa","Average","2014",0.574989132238356
"Nyanga","Average","2014",0.506904302758904
"Bindura","Average","2014",0.474228689561644
"Guruve","Average","2014",0.468449359427397
"Mount Darwin","Average","2014",0.461860301291667
"Mazowe","Average","2014",0.471098510273973
"Centenary","Average","2014",0.463926253646575
"Rushinga","Average","2014",0.466016529687671
"Shamva","Average","2014",0.491589139753425
"Chikomba","Average","2014",0.421648582715068
"Goromonzi","Average","2014",0.451468803356164
"Marondera","Average","2014",0.427854528293151
"Mudzi","Average","2014",0.439861646309589
"Mutoko","Average","2014",0.43836142950137
"Murehwa","Average","2014",0.436500871958904
"UMP","Average","2014",0.447609091980822
"Seke","Average","2014",0.419983935654795
"Wedza","Average","2014",0.441110146769863
"Chirumhanzu","Average","2014",0.416061106213699
"Gokwe North","Average","2014",0.444234587153425
"Gokwe South","Average","2014",0.437901430860274
"Gweru","Average","2014",0.417764868816438
"Kwekwe","Average","2014",0.444916058416438
"Mberengwa","Average","2014",0.449068270972603
"Shurugwi","Average","2014",0.432969240380822
"Zvishavane","Average","2014",0.436336546073973
"Binga","Average","2014",0.44033384970137
"Bubi","Average","2014",0.453672237279452
"Hwange","Average","2014",0.472127699890411
"Lupane","Average","2014",0.470734694394521
"Nkayi","Average","2014",0.464663402438356
"Tsholotsho","Average","2014",0.45117751130411
"Umguza","Average","2014",0.466797438747945
"Beitbridge","Average","2014",0.381110100361644
"Bulilima (North)","Average","2014",0.415382001583562
"Gwanda","Average","2014",0.420143258750685
"Insiza","Average","2014",0.4270502154
"Mangwe (South)","Average","2014",0.413769110216438
"Matobo","Average","2014",0.419346125347945
"Umzingwane","Average","2014",0.447850889339726
"Bikita","Average","2014",0.468646004326027
"Chiredzi","Average","2014",0.485591995167123
"Chivi","Average","2014",0.428200023339726
"Gutu","Average","2014",0.389807247030137
"Masvingo","Average","2014",0.48047251460274
"Mwenezi","Average","2014",0.456007460139726
"Zaka","Average","2014",0.497451867794521
"Chegutu","Average","2014",0.444102756284932
"Hurungwe","Average","2014",0.488308473347945
"Kadoma","Average","2014",0.452178685810959
"Kariba","Average","2014",0.376911719142466
"Makonde","Average","2014",0.493372528709589
"Zvimba","Average","2014",0.449631210572603
"Harare","Average","2015",0.412435389824658
"Bulawayo","Average","2015",0.376300807742466
"Buhera","Average","2015",0.339789449169863
"Chimanimani","Average","2015",0.57961313540274
"Chipinge","Average","2015",0.455175274410959
"Makoni","Average","2015",0.434245899452055
"Mutare","Average","2015",0.42920090909863
"Mutasa","Average","2015",0.565040145720548
"Nyanga","Average","2015",0.502412868317808
"Bindura","Average","2015",0.495076534347945
"Guruve","Average","2015",0.490500659435616
"Mount Darwin","Average","2015",0.475481513161644
"Mazowe","Average","2015",0.482661819235616
"Centenary","Average","2015",0.486599297109589
"Rushinga","Average","2015",0.481994069553425
"Shamva","Average","2015",0.507402381821918
"Chikomba","Average","2015",0.422691014791781
"Goromonzi","Average","2015",0.457439516547945
"Marondera","Average","2015",0.43663523900274
"Mudzi","Average","2015",0.44490302170411
"Mutoko","Average","2015",0.440574225153425
"Murehwa","Average","2015",0.444764296375342
"UMP","Average","2015",0.457146708545206
"Seke","Average","2015",0.433166993150685
"Wedza","Average","2015",0.448054705060274
"Chirumhanzu","Average","2015",0.407051975347945
"Gokwe North","Average","2015",0.438984044821918
"Gokwe South","Average","2015",0.417437430879452
"Gweru","Average","2015",0.407060721043836
"Kwekwe","Average","2015",0.442344167846575
"Mberengwa","Average","2015",0.408829366868493
"Shurugwi","Average","2015",0.415066416994521
"Zvishavane","Average","2015",0.396161336276712
"Binga","Average","2015",0.413264035136986
"Bubi","Average","2015",0.432415572424658
"Hwange","Average","2015",0.443868644558904
"Lupane","Average","2015",0.436989816441096
"Nkayi","Average","2015",0.448839842345205
"Tsholotsho","Average","2015",0.411190418923288
"Umguza","Average","2015",0.434013280364384
"Beitbridge","Average","2015",0.350793495841096
"Bulilima (North)","Average","2015",0.371060506473973
"Gwanda","Average","2015",0.37631644310411
"Insiza","Average","2015",0.392532016786301
"Mangwe (South)","Average","2015",0.368052225613699
"Matobo","Average","2015",0.376259827693151
"Umzingwane","Average","2015",0.401021659542466
"Bikita","Average","2015",0.428906344
"Chiredzi","Average","2015",0.415723366008219
"Chivi","Average","2015",0.374324028569863
"Gutu","Average","2015",0.383184872671233
"Masvingo","Average","2015",0.432920257830137
"Mwenezi","Average","2015",0.404835799216438
"Zaka","Average","2015",0.437421835947945
"Chegutu","Average","2015",0.44277236439726
"Hurungwe","Average","2015",0.496029874649315
"Kadoma","Average","2015",0.460046993473973
"Kariba","Average","2015",0.385669493473973
"Makonde","Average","2015",0.494967187271233
"Zvimba","Average","2015",0.445152848186301
"Harare","Average","2016",0.412716161057377
"Bulawayo","Average","2016",0.342585042262295
"Buhera","Average","2016",0.316348281827869
"Chimanimani","Average","2016",0.563302490480874
"Chipinge","Average","2016",0.444052575803279
"Makoni","Average","2016",0.428353936210383
"Mutare","Average","2016",0.420970878193989
"Mutasa","Average","2016",0.569949168904372
"Nyanga","Average","2016",0.48000503081694
"Bindura","Average","2016",0.488802464368852
"Guruve","Average","2016",0.436176047765027
"Mount Darwin","Average","2016",0.423923286631148
"Mazowe","Average","2016",0.48855597586612
"Centenary","Average","2016",0.427149576142076
"Rushinga","Average","2016",0.440244336647541
"Shamva","Average","2016",0.466977389019126
"Chikomba","Average","2016",0.400889906986339
"Goromonzi","Average","2016",0.462898228639344
"Marondera","Average","2016",0.435988068360656
"Mudzi","Average","2016",0.411665825461749
"Mutoko","Average","2016",0.417640460431694
"Murehwa","Average","2016",0.443161736729508
"UMP","Average","2016",0.425154373062842
"Seke","Average","2016",0.419717614065574
"Wedza","Average","2016",0.437848934693989
"Chirumhanzu","Average","2016",0.401086235273224
"Gokwe North","Average","2016",0.434251537715847
"Gokwe South","Average","2016",0.41964209831694
"Gweru","Average","2016",0.402196833480874
"Kwekwe","Average","2016",0.431355135530055
"Mberengwa","Average","2016",0.403322193431694
"Shurugwi","Average","2016",0.411256720265027
"Zvishavane","Average","2016",0.382536316612022
"Binga","Average","2016",0.392620408251366
"Bubi","Average","2016",0.420388901065574
"Hwange","Average","2016",0.427895483057377
"Lupane","Average","2016",0.449712153286885
"Nkayi","Average","2016",0.445304742721311
"Tsholotsho","Average","2016",0.419831972128415
"Umguza","Average","2016",0.422842270595628
"Beitbridge","Average","2016",0.319137543032787
"Bulilima (North)","Average","2016",0.373875905226776
"Gwanda","Average","2016",0.364742335057377
"Insiza","Average","2016",0.372492391295082
"Mangwe (South)","Average","2016",0.357612125808743
"Matobo","Average","2016",0.363467680885246
"Umzingwane","Average","2016",0.377907971363388
"Bikita","Average","2016",0.402871717226776
"Chiredzi","Average","2016",0.395016235756831
"Chivi","Average","2016",0.361149095396175
"Gutu","Average","2016",0.360118714349727
"Masvingo","Average","2016",0.409843278688525
"Mwenezi","Average","2016",0.410191553661202
"Zaka","Average","2016",0.42785732602459
"Chegutu","Average","2016",0.433158358901639
"Hurungwe","Average","2016",0.474246317155738
"Kadoma","Average","2016",0.452412052240437
"Kariba","Average","2016",0.367470048311475
"Makonde","Average","2016",0.500950903898907
"Zvimba","Average","2016",0.458313405521858
"Harare","Average","2017",0.446157694610959
"Bulawayo","Average","2017",0.437458760156164
"Buhera","Average","2017",0.373436533747945
"Chimanimani","Average","2017",0.623638207567123
"Chipinge","Average","2017",0.564305704191781
"Makoni","Average","2017",0.480838633542466
"Mutare","Average","2017",0.478186121134247
"Mutasa","Average","2017",0.608728909183562
"Nyanga","Average","2017",0.553631728208219
"Bindura","Average","2017",0.536893579750685
"Guruve","Average","2017",0.522641633849315
"Mount Darwin","Average","2017",0.516607309169863
"Mazowe","Average","2017",0.520623543471233
"Centenary","Average","2017",0.516288563564384
"Rushinga","Average","2017",0.531264423276712
"Shamva","Average","2017",0.552204974654795
"Chikomba","Average","2017",0.462560284441096
"Goromonzi","Average","2017",0.501583450523288
"Marondera","Average","2017",0.471229838890411
"Mudzi","Average","2017",0.496225905068493
"Mutoko","Average","2017",0.490515760290411
"Murehwa","Average","2017",0.484621250380822
"UMP","Average","2017",0.503871853339726
"Seke","Average","2017",0.459433386019178
"Wedza","Average","2017",0.492573004586301
"Chirumhanzu","Average","2017",0.472892745093151
"Gokwe North","Average","2017",0.497631783786301
"Gokwe South","Average","2017",0.471014823912329
"Gweru","Average","2017",0.476515606356164
"Kwekwe","Average","2017",0.500670159665753
"Mberengwa","Average","2017",0.49599161460274
"Shurugwi","Average","2017",0.491784501380822
"Zvishavane","Average","2017",0.488938123345205
"Binga","Average","2017",0.460371246024658
"Bubi","Average","2017",0.51105180649863
"Hwange","Average","2017",0.497325173443836
"Lupane","Average","2017",0.513569646810959
"Nkayi","Average","2017",0.508369364734247
"Tsholotsho","Average","2017",0.503893273542466
"Umguza","Average","2017",0.523622570150685
"Beitbridge","Average","2017",0.390644444969863
"Bulilima (North)","Average","2017",0.448356449161644
"Gwanda","Average","2017",0.446042713180822
"Insiza","Average","2017",0.475661590024658
"Mangwe (South)","Average","2017",0.440066525871233
"Matobo","Average","2017",0.449411608882192
"Umzingwane","Average","2017",0.498381831153425
"Bikita","Average","2017",0.498211598526027
"Chiredzi","Average","2017",0.526867132734247
"Chivi","Average","2017",0.463448554268493
"Gutu","Average","2017",0.433694389745205
"Masvingo","Average","2017",0.515861862326027
"Mwenezi","Average","2017",0.512471030046575
"Zaka","Average","2017",0.527561306619178
"Chegutu","Average","2017",0.495064767463014
"Hurungwe","Average","2017",0.548664250279452
"Kadoma","Average","2017",0.511516731942466
"Kariba","Average","2017",0.415455989578082
"Makonde","Average","2017",0.53508117660274
"Zvimba","Average","2017",0.495674967339726
"Harare","Average","2018",0.429653764553425
"Bulawayo","Average","2018",0.380075853358543
"Buhera","Average","2018",0.356817826013699
"Chimanimani","Average","2018",0.601265184035616
"Chipinge","Average","2018",0.515763396660274
"Makoni","Average","2018",0.462504756287671
"Mutare","Average","2018",0.45734225090137
"Mutasa","Average","2018",0.596970709687671
"Nyanga","Average","2018",0.518764523208219
"Bindura","Average","2018",0.501800758972603
"Guruve","Average","2018",0.487745240531507
"Mount Darwin","Average","2018",0.474274978090411
"Mazowe","Average","2018",0.496357467824658
"Centenary","Average","2018",0.47107457929589
"Rushinga","Average","2018",0.490647863838356
"Shamva","Average","2018",0.515550083624657
"Chikomba","Average","2018",0.444675419115068
"Goromonzi","Average","2018",0.479622546627397
"Marondera","Average","2018",0.46050389320274
"Mudzi","Average","2018",0.458815699287671
"Mutoko","Average","2018",0.455288681391781
"Murehwa","Average","2018",0.465323877832877
"UMP","Average","2018",0.470009237638356
"Seke","Average","2018",0.450415301627397
"Wedza","Average","2018",0.473282275421918
"Chirumhanzu","Average","2018",0.437644453347945
"Gokwe North","Average","2018",0.45463132860274
"Gokwe South","Average","2018",0.43731098479726
"Gweru","Average","2018",0.423836063227397
"Kwekwe","Average","2018",0.462979390561644
"Mberengwa","Average","2018",0.460346732580822
"Shurugwi","Average","2018",0.447148158361644
"Zvishavane","Average","2018",0.442871798767123
"Binga","Average","2018",0.431346735939726
"Bubi","Average","2018",0.456784472646575
"Hwange","Average","2018",0.467919823032877
"Lupane","Average","2018",0.468728231169863
"Nkayi","Average","2018",0.465469491227397
"Tsholotsho","Average","2018",0.462904657378082
"Umguza","Average","2018",0.467804095243836
"Beitbridge","Average","2018",0.361746039583562
"Bulilima (North)","Average","2018",0.400509522032877
"Gwanda","Average","2018",0.409478081819178
"Insiza","Average","2018",0.430041627309589
"Mangwe (South)","Average","2018",0.375622261715069
"Matobo","Average","2018",0.389523455391781
"Umzingwane","Average","2018",0.428445579038356
"Bikita","Average","2018",0.463340959191781
"Chiredzi","Average","2018",0.464722501186301
"Chivi","Average","2018",0.417459955509589
"Gutu","Average","2018",0.408342003638356
"Masvingo","Average","2018",0.476230538873973
"Mwenezi","Average","2018",0.463414877983562
"Zaka","Average","2018",0.493151598761644
"Chegutu","Average","2018",0.4686191248
"Hurungwe","Average","2018",0.502012220783562
"Kadoma","Average","2018",0.474430272665753
"Kariba","Average","2018",0.386235783863014
"Makonde","Average","2018",0.504701618753425
"Zvimba","Average","2018",0.465786776884932
"Harare","Average","2019",0.394839757172603
"Bulawayo","Average","2019",0.351974479726027
"Buhera","Average","2019",0.347759810887671
"Chimanimani","Average","2019",0.588132935671233
"Chipinge","Average","2019",0.501235017983562
"Makoni","Average","2019",0.443619053791781
"Mutare","Average","2019",0.445361449468493
"Mutasa","Average","2019",0.58263831430137
"Nyanga","Average","2019",0.520321846380822
"Bindura","Average","2019",0.471983269769863
"Guruve","Average","2019",0.438154568893151
"Mount Darwin","Average","2019",0.451556379375342
"Mazowe","Average","2019",0.463652182147945
"Centenary","Average","2019",0.450602354536986
"Rushinga","Average","2019",0.49548307129863
"Shamva","Average","2019",0.487278581460274
"Chikomba","Average","2019",0.422390555205479
"Goromonzi","Average","2019",0.446839968813699
"Marondera","Average","2019",0.43070405399726
"Mudzi","Average","2019",0.473589037210959
"Mutoko","Average","2019",0.448099885958904
"Murehwa","Average","2019",0.442337309643836
"UMP","Average","2019",0.457679104449315
"Seke","Average","2019",0.422783866726027
"Wedza","Average","2019",0.447370055810959
"Chirumhanzu","Average","2019",0.407156795890411
"Gokwe North","Average","2019",0.394682508238356
"Gokwe South","Average","2019",0.408762254654795
"Gweru","Average","2019",0.380665332668493
"Kwekwe","Average","2019",0.426096683860274
"Mberengwa","Average","2019",0.400761693561644
"Shurugwi","Average","2019",0.403776232317808
"Zvishavane","Average","2019",0.396036498060274
"Binga","Average","2019",0.391903943764384
"Bubi","Average","2019",0.419947716046575
"Hwange","Average","2019",0.42706657970137
"Lupane","Average","2019",0.434384940786301
"Nkayi","Average","2019",0.42378251539726
"Tsholotsho","Average","2019",0.427023812660274
"Umguza","Average","2019",0.433058179323288
"Beitbridge","Average","2019",0.311461865326027
"Bulilima (North)","Average","2019",0.374654494035616
"Gwanda","Average","2019",0.361724389065753
"Insiza","Average","2019",0.36780882590411
"Mangwe (South)","Average","2019",0.358473403205479
"Matobo","Average","2019",0.36485987909589
"Umzingwane","Average","2019",0.38555699490137
"Bikita","Average","2019",0.459341111013699
"Chiredzi","Average","2019",0.413903282345205
"Chivi","Average","2019",0.37745153279726
"Gutu","Average","2019",0.394844967367123
"Masvingo","Average","2019",0.446779108391781
"Mwenezi","Average","2019",0.393544940276712
"Zaka","Average","2019",0.460205672890411
"Chegutu","Average","2019",0.441241941013699
"Hurungwe","Average","2019",0.436104077443836
"Kadoma","Average","2019",0.435489855934247
"Kariba","Average","2019",0.346136314865753
"Makonde","Average","2019",0.448361028438356
"Zvimba","Average","2019",0.424962537120548
"Harare","Average","2020",0.382499945153005
"Bulawayo","Average","2020",0.369476754765027
"Buhera","Average","2020",0.320518882538251
"Chimanimani","Average","2020",0.577822660527322
"Chipinge","Average","2020",0.49524380479235
"Makoni","Average","2020",0.428306358092896
"Mutare","Average","2020",0.422633703677596
"Mutasa","Average","2020",0.575400419989071
"Nyanga","Average","2020",0.506474455426229
"Bindura","Average","2020",0.469310694871585
"Guruve","Average","2020",0.440951861989071
"Mount Darwin","Average","2020",0.439831004060109
"Mazowe","Average","2020",0.461168193956284
"Centenary","Average","2020",0.442208786084699
"Rushinga","Average","2020",0.474817361814208
"Shamva","Average","2020",0.474139114781421
"Chikomba","Average","2020",0.417487571333333
"Goromonzi","Average","2020",0.43920480023224
"Marondera","Average","2020",0.425535665877049
"Mudzi","Average","2020",0.437902163855191
"Mutoko","Average","2020",0.430998693357924
"Murehwa","Average","2020",0.432609931122951
"UMP","Average","2020",0.442212114628415
"Seke","Average","2020",0.414156127489071
"Wedza","Average","2020",0.437075851087432
"Chirumhanzu","Average","2020",0.403312319163934
"Gokwe North","Average","2020",0.417332960032787
"Gokwe South","Average","2020",0.421157227453552
"Gweru","Average","2020",0.395652257795082
"Kwekwe","Average","2020",0.417740778822404
"Mberengwa","Average","2020",0.408624910043716
"Shurugwi","Average","2020",0.407803014994536
"Zvishavane","Average","2020",0.397365761407104
"Binga","Average","2020",0.408034328371585
"Bubi","Average","2020",0.437995389489071
"Hwange","Average","2020",0.44748056357377
"Lupane","Average","2020",0.441483147155738
"Nkayi","Average","2020",0.434958216459016
"Tsholotsho","Average","2020",0.414461863770492
"Umguza","Average","2020",0.443977437136612
"Beitbridge","Average","2020",0.307100705180328
"Bulilima (North)","Average","2020",0.37339151326776
"Gwanda","Average","2020",0.362328969120219
"Insiza","Average","2020",0.398139835882514
"Mangwe (South)","Average","2020",0.362616893909836
"Matobo","Average","2020",0.365014426811475
"Umzingwane","Average","2020",0.406411280469945
"Bikita","Average","2020",0.440959096051913
"Chiredzi","Average","2020",0.426916121295082
"Chivi","Average","2020",0.385888629385246
"Gutu","Average","2020",0.376101131259563
"Masvingo","Average","2020",0.448031005306011
"Mwenezi","Average","2020",0.405484223639344
"Zaka","Average","2020",0.45727926181694
"Chegutu","Average","2020",0.433794719532787
"Hurungwe","Average","2020",0.470101303021858
"Kadoma","Average","2020",0.427831229885246
"Kariba","Average","2020",0.389322930497268
"Makonde","Average","2020",0.468346172754098
"Zvimba","Average","2020",0.430492361494536
"Harare","Average","2021",0.416734136637363
"Bulawayo","Average","2021",0.412569943043956
"Buhera","Average","2021",0.363114077134615
"Chimanimani","Average","2021",0.603901362041209
"Chipinge","Average","2021",0.547349838887363
"Makoni","Average","2021",0.458921441585165
"Mutare","Average","2021",0.452105610222527
"Mutasa","Average","2021",0.592366372206044
"Nyanga","Average","2021",0.531251390129121
"Bindura","Average","2021",0.506913245313187
"Guruve","Average","2021",0.493103373843407
"Mount Darwin","Average","2021",0.466557355203297
"Mazowe","Average","2021",0.496786328217033
"Centenary","Average","2021",0.476773819288462
"Rushinga","Average","2021",0.483261048505495
"Shamva","Average","2021",0.510136842038462
"Chikomba","Average","2021",0.45405458189011
"Goromonzi","Average","2021",0.476041129054945
"Marondera","Average","2021",0.454581707065934
"Mudzi","Average","2021",0.474001729222527
"Mutoko","Average","2021",0.461950984214286
"Murehwa","Average","2021",0.464761959653846
"UMP","Average","2021",0.474685823431319
"Seke","Average","2021",0.441089029513736
"Wedza","Average","2021",0.469093879447802
"Chirumhanzu","Average","2021",0.463002816629121
"Gokwe North","Average","2021",0.461857836357143
"Gokwe South","Average","2021",0.449718453175824
"Gweru","Average","2021",0.456913732648352
"Kwekwe","Average","2021",0.487444088277473
"Mberengwa","Average","2021",0.479518547156593
"Shurugwi","Average","2021",0.477959796664835
"Zvishavane","Average","2021",0.472148029313187
"Binga","Average","2021",0.429422777057692
"Bubi","Average","2021",0.477054237340659
"Hwange","Average","2021",0.484906730667582
"Lupane","Average","2021",0.474066957107143
"Nkayi","Average","2021",0.473438738521978
"Tsholotsho","Average","2021",0.480367320489011
"Umguza","Average","2021",0.498178828884615
"Beitbridge","Average","2021",0.437018399489011
"Bulilima (North)","Average","2021",0.432847772730769
"Gwanda","Average","2021",0.457495325826923
"Insiza","Average","2021",0.455477674714286
"Mangwe (South)","Average","2021",0.426073343450549
"Matobo","Average","2021",0.432021143510989
"Umzingwane","Average","2021",0.466947676346154
"Bikita","Average","2021",0.487547644549451
"Chiredzi","Average","2021",0.508665024010989
"Chivi","Average","2021",0.448726102914835
"Gutu","Average","2021",0.422316315629121
"Masvingo","Average","2021",0.499580025123626
"Mwenezi","Average","2021",0.502041571615385
"Zaka","Average","2021",0.502296456961538
"Chegutu","Average","2021",0.464193002936813
"Hurungwe","Average","2021",0.498322914335165
"Kadoma","Average","2021",0.489317016593407
"Kariba","Average","2021",0.377618643456044
"Makonde","Average","2021",0.491324730239011
"Zvimba","Average","2021",0.460891052964286
"Harare","Min","2000",0.333939404
"Bulawayo","Min","2000",0.281138964
"Buhera","Min","2000",0.259867776
"Chimanimani","Min","2000",0.462075195
"Chipinge","Min","2000",0.407329647
"Makoni","Min","2000",0.316958765
"Mutare","Min","2000",0.326017007
"Mutasa","Min","2000",0.370923727
"Nyanga","Min","2000",0.346112998
"Bindura","Min","2000",0.323159668
"Guruve","Min","2000",0.276974064
"Mount Darwin","Min","2000",0.273477029
"Mazowe","Min","2000",0.339203839
"Centenary","Min","2000",0.27907915
"Rushinga","Min","2000",0.280056385
"Shamva","Min","2000",0.308462743
"Chikomba","Min","2000",0.30299729
"Goromonzi","Min","2000",0.340134008
"Marondera","Min","2000",0.322070022
"Mudzi","Min","2000",0.275306039
"Mutoko","Min","2000",0.297929177
"Murehwa","Min","2000",0.319722736
"UMP","Min","2000",0.278553456
"Seke","Min","2000",0.300263196
"Wedza","Min","2000",0.32652067
"Chirumhanzu","Min","2000",0.317804813
"Gokwe North","Min","2000",0.259342729
"Gokwe South","Min","2000",0.297608656
"Gweru","Min","2000",0.314014913
"Kwekwe","Min","2000",0.318309666
"Mberengwa","Min","2000",0.359073897
"Shurugwi","Min","2000",0.329840853
"Zvishavane","Min","2000",0.334684649
"Binga","Min","2000",0.266886347
"Bubi","Min","2000",0.31011146
"Hwange","Min","2000",0.311807394
"Lupane","Min","2000",0.335842137
"Nkayi","Min","2000",0.317036059
"Tsholotsho","Min","2000",0.314528795
"Umguza","Min","2000",0.328225772
"Beitbridge","Min","2000",0.293001059
"Bulilima (North)","Min","2000",0.283187394
"Gwanda","Min","2000",0.331955098
"Insiza","Min","2000",0.314304765
"Mangwe (South)","Min","2000",0.308507982
"Matobo","Min","2000",0.32134898
"Umzingwane","Min","2000",0.323522588
"Bikita","Min","2000",0.338222233
"Chiredzi","Min","2000",0.346062582
"Chivi","Min","2000",0.314685398
"Gutu","Min","2000",0.291934498
"Masvingo","Min","2000",0.346653681
"Mwenezi","Min","2000",0.35320669
"Zaka","Min","2000",0.354670487
"Chegutu","Min","2000",0.319838785
"Hurungwe","Min","2000",0.287549502
"Kadoma","Min","2000",0.319565381
"Kariba","Min","2000",0.239189356
"Makonde","Min","2000",0.318246691
"Zvimba","Min","2000",0.311133347
"Harare","Min","2001",0.316151426
"Bulawayo","Min","2001",0.263770137
"Buhera","Min","2001",0.256549484
"Chimanimani","Min","2001",0.413575043
"Chipinge","Min","2001",0.400914723
"Makoni","Min","2001",0.319598288
"Mutare","Min","2001",0.221953958
"Mutasa","Min","2001",0.421848226
"Nyanga","Min","2001",0.384184191
"Bindura","Min","2001",0.34041661
"Guruve","Min","2001",0.303599359
"Mount Darwin","Min","2001",0.303317244
"Mazowe","Min","2001",0.351291083
"Centenary","Min","2001",0.307733706
"Rushinga","Min","2001",0.31207898
"Shamva","Min","2001",0.330805035
"Chikomba","Min","2001",0.303124643
"Goromonzi","Min","2001",0.33403498
"Marondera","Min","2001",0.318478617
"Mudzi","Min","2001",0.2938652
"Mutoko","Min","2001",0.305783199
"Murehwa","Min","2001",0.314005926
"UMP","Min","2001",0.295078613
"Seke","Min","2001",0.312916119
"Wedza","Min","2001",0.319591353
"Chirumhanzu","Min","2001",0.314490966
"Gokwe North","Min","2001",0.276016478
"Gokwe South","Min","2001",0.30746813
"Gweru","Min","2001",0.300623981
"Kwekwe","Min","2001",0.314443557
"Mberengwa","Min","2001",0.33526222
"Shurugwi","Min","2001",0.320029363
"Zvishavane","Min","2001",0.312421958
"Binga","Min","2001",0.287838262
"Bubi","Min","2001",0.308846469
"Hwange","Min","2001",0.30609172
"Lupane","Min","2001",0.33898949
"Nkayi","Min","2001",0.313755751
"Tsholotsho","Min","2001",0.307980099
"Umguza","Min","2001",0.317684678
"Beitbridge","Min","2001",0.259638569
"Bulilima (North)","Min","2001",0.274557004
"Gwanda","Min","2001",0.275745918
"Insiza","Min","2001",0.284723138
"Mangwe (South)","Min","2001",0.26233328
"Matobo","Min","2001",0.276508519
"Umzingwane","Min","2001",0.294053561
"Bikita","Min","2001",0.317000918
"Chiredzi","Min","2001",0.33279958
"Chivi","Min","2001",0.284753929
"Gutu","Min","2001",0.289188663
"Masvingo","Min","2001",0.350120736
"Mwenezi","Min","2001",0.320753573
"Zaka","Min","2001",0.357995982
"Chegutu","Min","2001",0.312437571
"Hurungwe","Min","2001",0.307939672
"Kadoma","Min","2001",0.320090607
"Kariba","Min","2001",0.212656229
"Makonde","Min","2001",0.335354115
"Zvimba","Min","2001",0.309240632
"Harare","Min","2002",0.298198189
"Bulawayo","Min","2002",0.249636861
"Buhera","Min","2002",0.233483845
"Chimanimani","Min","2002",0.483967475
"Chipinge","Min","2002",0.353716832
"Makoni","Min","2002",0.29148971
"Mutare","Min","2002",0.298669448
"Mutasa","Min","2002",0.40095233
"Nyanga","Min","2002",0.351252622
"Bindura","Min","2002",0.303099506
"Guruve","Min","2002",0.275526767
"Mount Darwin","Min","2002",0.269530522
"Mazowe","Min","2002",0.312460866
"Centenary","Min","2002",0.278506805
"Rushinga","Min","2002",0.277982696
"Shamva","Min","2002",0.291251396
"Chikomba","Min","2002",0.291677533
"Goromonzi","Min","2002",0.302785686
"Marondera","Min","2002",0.314145071
"Mudzi","Min","2002",0.267640205
"Mutoko","Min","2002",0.275159443
"Murehwa","Min","2002",0.277305163
"UMP","Min","2002",0.273629842
"Seke","Min","2002",0.288627772
"Wedza","Min","2002",0.300598773
"Chirumhanzu","Min","2002",0.308215134
"Gokwe North","Min","2002",0.248240122
"Gokwe South","Min","2002",0.286024727
"Gweru","Min","2002",0.280793273
"Kwekwe","Min","2002",0.276638179
"Mberengwa","Min","2002",0.280462438
"Shurugwi","Min","2002",0.294399492
"Zvishavane","Min","2002",0.269824448
"Binga","Min","2002",0.238716268
"Bubi","Min","2002",0.284709947
"Hwange","Min","2002",0.283068756
"Lupane","Min","2002",0.315396812
"Nkayi","Min","2002",0.285026716
"Tsholotsho","Min","2002",0.280131218
"Umguza","Min","2002",0.293458325
"Beitbridge","Min","2002",0.235971299
"Bulilima (North)","Min","2002",0.253166281
"Gwanda","Min","2002",0.261497453
"Insiza","Min","2002",0.257496845
"Mangwe (South)","Min","2002",0.244486316
"Matobo","Min","2002",0.262139127
"Umzingwane","Min","2002",0.269487468
"Bikita","Min","2002",0.289212177
"Chiredzi","Min","2002",0.304972155
"Chivi","Min","2002",0.260494425
"Gutu","Min","2002",0.27634329
